timestamp,value,classification,Date,Closed_PnL,Size_USD,Size_Token,Execution_Price,Fee,Start_Position_Mean,Start_Position_STD,Buy,Close long,Close short,Open long,Open short,Sell,Spot dust conversion,Bullish,Bearish,Bullish Ratio
1682919000,63,Greed,2023-05-01,0.0,477.0,0.25129999999999997,1898.1333333333332,0.0,0.09193333333333333,0.08964509653814498,0,0,0,3,0,0,0,3,0,1.0
1701754200,75,Extreme Greed,2023-12-05,0.0,50005.83,11.80901,11038.3,12.501455,2.513866666666667,3.029634572023497,0,0,0,7,2,0,0,7,2,0.7777777777777778
1702531800,72,Greed,2023-12-14,-18.675885181818188,113203.35,4092.28901,8031.868818181818,28.300831000000002,-132.57430181818182,703.8074882995812,0,4,2,3,2,0,0,5,6,0.45454545454545453
1702618200,70,Greed,2023-12-15,-12.316016999999999,10609.95,3558.0,2.982,2.652489,-2440.0,1581.0907627331203,0,0,2,0,0,0,0,2,0,1.0
1702704600,67,Greed,2023-12-16,0.0,15348.77,39897.0,0.3847066666666667,3.8371890000000004,12124.666666666666,12104.052930045098,0,0,0,3,0,0,0,3,0,1.0
1702791000,73,Greed,2023-12-17,21.78448464285714,116278.02,86246.4486,802.5418592857143,29.069499,10738.717442857143,12941.305836082875,0,11,0,3,0,0,0,3,11,0.21428571428571427
1702877400,65,Greed,2023-12-18,0.0,31164.179999999997,14.306,2178.1000000000004,7.791045,0.004,0.00565685424949238,0,0,0,2,0,0,0,2,0,1.0
1702963800,73,Greed,2023-12-19,66.70257413333334,91602.41,161546.30599999998,447.8019113333333,22.900596,27078.30564,26939.896858729655,0,10,0,5,0,0,0,5,10,0.3333333333333333
1703050200,74,Greed,2023-12-20,9.040682333333333,141636.79,174520.2,6.722871666666666,35.409187,20047.266666666666,30421.788156168983,0,8,0,10,0,0,0,10,8,0.5555555555555556
1703136600,70,Greed,2023-12-21,10.963498000000001,125233.97,1364.3,91.84020408163265,31.308469,121.77714285714285,74.14306696628262,0,27,0,22,0,0,0,22,27,0.4489795918367347
1703223000,74,Greed,2023-12-22,14.1832675,88874.28,2450.7491,30692.8325,22.218566000000003,251.338681,561.8522517773397,0,2,0,8,0,0,0,8,2,0.8
1703309400,70,Greed,2023-12-23,11.302823384615383,78438.25,141665.4,3.0702846153846153,19.609555,30063.046153846153,26634.586684034708,0,8,0,5,0,0,0,5,8,0.38461538461538464
1703395800,71,Greed,2023-12-24,25.862050153846155,402954.94,284682.19608,13680.54118025641,100.738715,22665.121184871794,25980.823527938912,0,14,3,18,4,0,0,21,18,0.5384615384615384
1703482200,73,Greed,2023-12-25,-81.69378266666666,59948.51,26.3812,2275.4,14.987124999999999,4.545599999999999,7.490112973780836,0,1,0,2,0,0,0,2,1,0.6666666666666666
1703655000,73,Greed,2023-12-27,-25.174615249999995,171411.06,455540.0,0.37319214285714286,42.852747,38641.607142857145,28276.120751720402,0,13,0,15,0,0,0,15,13,0.5357142857142857
1703741400,73,Greed,2023-12-28,-42.20569026086957,100117.25,263752.0,0.4032943478260869,25.0293,29411.130434782608,22101.69965554757,0,13,0,10,0,0,0,10,13,0.43478260869565216
1703827800,65,Greed,2023-12-29,10.178442859999999,569559.72,15843.60258,3836.17816,142.389901,429.0781206,716.7761749284304,0,13,7,24,6,0,0,31,19,0.62
1703914200,68,Greed,2023-12-30,6.826897076923077,702550.21,158399.89232,13421.615271153847,175.637526,6261.575806538462,18110.41723302053,0,24,9,11,8,0,0,20,32,0.38461538461538464
1704087000,65,Greed,2024-01-01,-7.196192222222223,264239.52999999997,4178.78664,10373.330666666667,66.059867,414.7732555555556,660.7992845430527,0,5,1,9,3,0,0,10,8,0.5555555555555556
1704173400,71,Greed,2024-01-02,46.11641858823529,121348.74,208218.35486,10199.892598764705,30.337176,-46986.74279,44670.22002570623,0,0,9,0,8,0,0,9,8,0.5294117647058824
1704259800,70,Greed,2024-01-03,12.925604582089552,394499.36,64502.1274,738.8837898507463,98.624811,1876.3014791044775,4955.338520652944,0,35,0,32,0,0,0,32,35,0.47761194029850745
1704346200,68,Greed,2024-01-04,-13.520728,99792.54000000001,45.0958,2212.62,24.948132,17.57154,9.838688695806976,0,3,0,2,0,0,0,2,3,0.4
1704432600,72,Greed,2024-01-05,2.486993409090909,1703942.66,251.80766,30495.46818181818,425.985639,-0.13111681818181825,6.865367954308988,0,17,6,25,18,0,0,31,35,0.4696969696969697
1704519000,70,Greed,2024-01-06,6.16280290909091,298521.4,7077.42664,6586.107318181818,74.630342,976.6085072727273,1225.132451691309,0,10,2,9,1,0,0,11,11,0.5
1704605400,71,Greed,2024-01-07,-8.615270463917525,1048850.06,165182.52107,7513.911021649485,262.212464,4503.752768350516,11840.987597134823,0,32,5,47,13,0,0,52,45,0.5360824742268041
1704691800,71,Greed,2024-01-08,-2.1083940546875,1522452.43,108119.81523000001,15078.63093734375,380.613064,2533.4020265625,6407.440754963951,0,54,13,27,34,0,0,40,88,0.3125
1704778200,76,Extreme Greed,2024-01-09,-11.804998042857143,870051.97,129356.31168,14127.109546714286,204.012928,2899.006581142857,9169.604403208057,0,25,3,25,17,0,0,28,42,0.4
1704864600,73,Greed,2024-01-10,-7.860576901554404,2057479.48,200302.43156,12914.76879230052,434.044865,138.77570626943006,8045.785425969358,0,47,36,56,54,0,0,92,101,0.47668393782383417
1704951000,76,Extreme Greed,2024-01-11,-7.813785761904761,305314.1,846.43972,12141.70542857143,75.867171,58.549595714285715,141.02798537112196,0,4,5,8,4,0,0,13,8,0.6190476190476191
1705037400,71,Greed,2024-01-12,-275.0741462857143,200082.27,1542.27934,39774.47142857143,49.480726999999995,0.3402285714285714,0.501407052484259,0,2,0,5,0,0,0,5,2,0.7142857142857143
1705296600,52,Neutral,2024-01-15,10.918112857142857,50636.1,1.43192,16738.085714285717,12.652712,0.16323428571428572,0.09651477078779072,0,9,0,5,0,0,0,5,9,0.35714285714285715
1705383000,64,Greed,2024-01-16,-255.4634953333333,116427.33,2608.18062,19105.61008888889,17.319309,314.06090666666665,530.095684386255,0,5,0,4,0,0,0,4,5,0.4444444444444444
1705469400,60,Greed,2024-01-17,15.344794547169812,800831.03,4055.02266,20112.302,159.707606,210.5591488679245,310.0591300260065,0,8,11,20,14,0,0,31,22,0.5849056603773585
1705555800,63,Greed,2024-01-18,1.4985476086956522,424631.52999999997,93.72578,24363.11304347826,92.657901,6.626629130434783,13.268569390654632,0,6,3,15,22,0,0,18,28,0.391304347826087
1705642200,51,Neutral,2024-01-19,-8.029567395833334,428428.97,1754.7376,14421.93125,93.051868,10.849159583333332,76.34083482755503,0,13,13,18,3,0,0,31,16,0.6595744680851063
1705728600,52,Neutral,2024-01-20,-1.3827817924528305,1070090.51,256540.35666,14671.724672933962,267.522583,-657.2383409433962,5418.49671748692,0,17,15,45,29,0,0,60,46,0.5660377358490566
1705815000,56,Greed,2024-01-21,24.234649636363642,103129.74,44252.23533,19141.940333454546,25.78243,9814.085519090908,17152.23584552187,0,3,2,1,5,0,0,3,8,0.2727272727272727
1705901400,55,Greed,2024-01-22,16.18401128235294,337878.99,156977.46867,6179.383261176471,67.478268,1218.6695727058823,9141.483710030438,0,20,21,30,14,0,0,51,34,0.6
1705987800,50,Neutral,2024-01-23,-8.20543844444444,414518.93000000005,87110.23871,11768.913676111111,85.72457,-1896.9081931111111,11164.006218458138,0,7,13,20,5,0,0,33,12,0.7333333333333333
1706074200,48,Neutral,2024-01-24,-41.29932080882353,965084.59,48160.40059,16861.48394732353,227.771095,222.05514102941174,788.6381293406821,0,27,13,14,14,0,0,27,41,0.39705882352941174
1706160600,52,Neutral,2024-01-25,-515.6048975,66566.13,756.8299999999999,87.95416666666667,16.641532,432.0683333333333,255.28462659679815,0,6,0,0,0,0,0,0,6,0.0
1706247000,49,Neutral,2024-01-26,18.04,11773.21,95267.0,0.1198688,0.444235,37553.4,27106.636056508374,0,1,0,4,0,0,0,4,1,0.8
1706419800,54,Neutral,2024-01-28,-225.27906545454545,18109.03,1068.0,16.956,-0.362176,703.7363636363635,372.84057255810353,0,11,0,0,0,0,0,0,11,0.0
1706506200,55,Greed,2024-01-29,6.5751694864864865,414208.18,237603.48712,15636.855511594595,103.26260500000001,6170.038874864865,21567.51351235695,0,35,10,11,18,0,0,21,53,0.28378378378378377
1706592600,61,Greed,2024-01-30,-3.5439630816326537,401011.38,91.43791999999999,27371.991836734695,100.25281,3.410568775510204,7.289887365446064,0,5,14,14,16,0,0,28,21,0.5714285714285714
1706679000,60,Greed,2024-01-31,-0.93113017112922,6305647.13,42786.30905,28200.90456028405,1549.411475,15.367925192083819,330.2452573354018,0,187,250,219,201,0,0,469,388,0.5472578763127188
1706765400,63,Greed,2024-02-01,0.0,2008.18,44986.0,0.07612616666666668,0.5020439999999999,18562.666666666668,15455.852777076609,0,0,0,6,0,0,0,6,0,1.0
1706851800,63,Greed,2024-02-02,10.867225547619048,474278.43,42139.736820000006,15601.771341142858,91.569636,3535.838899285714,10385.466235810716,0,15,6,13,8,0,0,19,23,0.4523809523809524
1706938200,60,Greed,2024-02-03,3.9876640535714283,603820.0,9661.26755,29939.640223214286,109.662349,2.58381125,7.626418954332382,0,6,6,12,32,0,0,18,38,0.32142857142857145
1707024600,60,Greed,2024-02-04,1.360682714285714,203187.53,20905.14109,12108.636457142857,50.52688,4095.2721137142858,8552.438749101197,0,16,12,7,0,0,0,19,16,0.5428571428571428
1707111000,60,Greed,2024-02-05,-0.4646415833333337,770198.26,29741.6286,15958.2223625,165.549465,551.6511123611111,2248.1884246324767,0,23,9,24,16,0,0,33,39,0.4583333333333333
1707197400,64,Greed,2024-02-06,-0.19817638511029412,8047153.41,55455572.2847,22118.307961134193,988.606997,116599.32741643384,1598725.5401808354,0,262,247,262,300,0,0,509,562,0.4752567693744164
1707283800,62,Greed,2024-02-07,16.082808,6758.73,13261.9,3.98582,0.339693,14779.04,21957.87419471983,0,0,2,5,8,0,0,7,8,0.4666666666666667
1707370200,66,Greed,2024-02-08,77.07560240000001,26051.12,5609953.100000001,10.0228845,3.0028870000000003,562304.5599999999,1767456.4892896712,0,3,1,1,5,0,0,2,8,0.2
1707629400,71,Greed,2024-02-11,28.924799294117648,212311.82,26558.56903,17890.449081970586,24.955292,13413.987631470589,26928.51080164541,0,3,4,19,8,0,0,23,11,0.6764705882352942
1707715800,70,Greed,2024-02-12,57.11761168749999,227247.69999999998,1017.55939,28717.7418125,27.111911,-32.87792375,125.27165335976015,0,4,11,0,1,0,0,11,5,0.6875
1707802200,79,Extreme Greed,2024-02-13,39.960277857142856,1999.99,33158.0,0.06054285714285714,-0.039992,63481.57142857143,8482.178699750759,0,14,0,0,0,0,0,0,14,0.0
1707888600,74,Greed,2024-02-14,34.509908405405405,320839.88,160839.68529,5443.060992846847,22.917474000000002,3200.867743963964,7713.8252681511985,0,62,22,12,15,0,0,34,77,0.3063063063063063
1707975000,72,Greed,2024-02-15,29.219010746031746,185188.04,48598.78529,2750.1658545873015,30.706297,-2695.6115346031747,4421.33185966834,0,8,52,0,3,0,0,52,11,0.8253968253968254
1708061400,72,Greed,2024-02-16,30.174554032967034,564896.51,12368863.14415,696.7813038571429,27.22517,-184028.10488928572,416884.5096326501,0,46,100,15,21,0,0,115,67,0.6318681318681318
1708147800,76,Extreme Greed,2024-02-17,20.52810425531915,406118.07,222280.10915,3403.646719574468,62.055053,5143.265716489362,10569.884970248075,0,42,23,27,2,0,0,50,44,0.5319148936170213
1708234200,72,Greed,2024-02-18,4.923967319587628,157048.17,172143.4,3.395497731958763,-3.140925,26534.926907216497,26725.17522588932,0,56,12,26,3,0,0,38,59,0.3917525773195876
1708320600,75,Extreme Greed,2024-02-19,42.750183792079206,286377.2,272054.00084,2068.0068288118814,14.85262,-14584.207916633664,28946.51673857572,0,47,31,9,13,0,0,40,60,0.4
1708407000,72,Greed,2024-02-20,83.68279035897436,119419.72,69782.00042,2681.8062438974357,3.073675,3768.2641079487184,9470.3729603197,0,24,8,5,2,0,0,13,26,0.3333333333333333
1708493400,78,Extreme Greed,2024-02-21,84.49084409090909,108047.51999999999,171181.54,27.589205454545457,2.970629,14281.386818181818,23487.972183092308,0,15,0,7,0,0,0,7,15,0.3181818181818182
1708579800,74,Greed,2024-02-22,44.25119397727272,373033.87,169921.40042,1175.5737064772727,25.45258,9167.861366022727,8239.136677055247,0,52,0,34,0,0,0,34,52,0.3953488372093023
1708666200,76,Extreme Greed,2024-02-23,9.91995055944056,111106.14,43567.40042,725.5068307692308,-2.067069,-8744.50769083916,5578.029287702459,0,9,129,2,3,0,0,131,12,0.916083916083916
1708839000,74,Greed,2024-02-25,-6.1541,4480.13,7900.0,0.5663259999999999,-0.0896,-1652.0,1683.1457156170407,0,0,2,0,3,0,0,2,3,0.4
1708925400,72,Greed,2024-02-26,113.25249487179488,192187.14,67296.0,5.614911538461539,-0.09772499999999981,-2850.0384615384614,8443.875517033986,0,8,26,1,4,0,0,27,12,0.6923076923076923
1709011800,79,Extreme Greed,2024-02-27,14.103360841269842,209362.3,117294.88,36.161129396825395,-3.761609,-4775.824126984126,11081.818515355659,0,20,30,3,10,0,0,33,30,0.5238095238095238
1709098200,82,Extreme Greed,2024-02-28,55.63882744444444,171107.13,8904445.6,1.2982939111111111,-1.377152,1737.6555555555556,1208699.741723457,0,10,29,2,4,0,0,31,14,0.6888888888888889
1709184600,80,Extreme Greed,2024-02-29,84.60342234482759,395666.73,7553065.18,11.306912146551724,1.3590849999999999,-98403.48887931035,297780.87726652634,0,42,57,3,13,0,0,60,55,0.5217391304347826
1709271000,80,Extreme Greed,2024-03-01,60.176944591240876,472974.7,25984676.0,2.725657408759124,-0.546854,375587.74525547447,1588147.7102290548,0,99,29,8,1,0,0,37,100,0.27007299270072993
1709357400,80,Extreme Greed,2024-03-02,7.448406451612905,63197.56,651733.0,0.8005309032258064,-0.4691290000000001,-11303.193548387097,44925.09907940798,0,1,27,1,2,0,0,28,3,0.9032258064516129
1709443800,83,Extreme Greed,2024-03-03,105.83653474683545,390745.68,48774887.74,3.0333498607594938,-2.507103,-595760.485443038,2780577.9167674226,0,39,15,21,4,0,0,36,43,0.45569620253164556
1709530200,82,Extreme Greed,2024-03-04,92.66591914,1577996.87,36892599.52038,419.88134141,-0.559449,183364.74213396665,1094630.284641422,0,129,141,20,10,0,0,161,139,0.5366666666666666
1709616600,90,Extreme Greed,2024-03-05,109.95014467222222,841810.32,44987293.0,0.3816785944444444,-4.438459,1070451.832777778,1787098.0794737139,0,120,43,12,5,0,0,55,125,0.3055555555555556
1709703000,75,Extreme Greed,2024-03-06,83.10762364634145,327218.02,10955146.0,1.7171503902439025,-3.355318,97537.59146341463,654141.5701719914,0,26,46,3,7,0,0,49,33,0.5975609756097561
1709875800,81,Extreme Greed,2024-03-08,63.7594960597015,183583.18,3448270.8,2.9131835970149256,-3.6716290000000003,52491.09402985074,179958.05603202578,0,44,15,4,4,0,0,19,48,0.2835820895522388
1709962200,84,Extreme Greed,2024-03-09,85.03847541880343,658178.75,17984276.7,15.9975568974359,1.8517640000000002,501601.2582051282,1681246.9681806013,0,25,82,1,9,0,0,83,34,0.7094017094017094
1710048600,79,Extreme Greed,2024-03-10,59.117314285714286,219973.85,32040.08,34.630716666666665,2.281072,-2524.777380952381,2409.5734379417527,0,0,38,0,4,0,0,38,4,0.9047619047619048
1710135000,82,Extreme Greed,2024-03-11,85.43284511904761,176519.44999999998,139371.0,2.647672619047619,8.47289,19350.09047619048,25940.312677382957,0,28,11,1,2,0,0,12,30,0.2857142857142857
1710221400,81,Extreme Greed,2024-03-12,379.89575,103040.85,11404.0,9.235375,4.945953,2253.35,1759.4205831953395,0,7,0,1,0,0,0,1,7,0.125
1710307800,81,Extreme Greed,2024-03-13,0.0,6000.799999999999,1.5126,3979.957142857143,2.100278,0.18407142857142858,0.26884445139823704,0,0,0,7,0,0,0,7,0,1.0
1710394200,88,Extreme Greed,2024-03-14,192.5481017777778,205933.18,563982.3126000001,252.0171572222222,11.716792,60745.62292222222,104115.46652461204,0,16,0,2,0,0,0,2,16,0.1111111111111111
1710480600,83,Extreme Greed,2024-03-15,100.58892985483871,351894.41,11725690.8947,502.81406972580646,49.485003,-985813.4133193548,1730491.3324098221,0,27,14,12,9,0,0,26,36,0.41935483870967744
1710567000,81,Extreme Greed,2024-03-16,28.57248,37223.66,1112354.4242,2750.4022475,10.52828,-945740.88365,1751379.1446373954,0,1,0,5,2,0,0,5,3,0.625
1710653400,79,Extreme Greed,2024-03-17,21.882345869565217,99506.95,573.1383000000001,2191.606,33.763329,-3.1111521739130437,23.272811840855876,0,4,6,12,1,0,0,18,5,0.782608695652174
1710739800,77,Extreme Greed,2024-03-18,76.68198421052631,90458.08,19900.3233,2238.5484684210523,24.943279999999998,1539.3426263157896,3585.6143119084127,0,6,0,13,0,0,0,13,6,0.6842105263157895
1710826200,79,Extreme Greed,2024-03-19,27.86658220833333,219884.84,176263.0849,575.3537,25.988312,-23169.306829166668,34082.59947008054,0,2,5,12,5,0,0,17,7,0.7083333333333334
1710912600,74,Greed,2024-03-20,93.08890723188406,215705.85,197774.3712,193.64368536231885,39.878838,-1013.3506434782607,22744.806406837073,0,38,22,7,2,0,0,29,40,0.42028985507246375
1710999000,78,Extreme Greed,2024-03-21,83.41100267857142,117895.57,160612.8186,124.34982285714285,16.394750000000002,-18681.274707142857,20450.50184872515,0,1,22,4,1,0,0,26,2,0.9285714285714286
1711258200,74,Greed,2024-03-24,68.26413036842105,92592.20999999999,10235.8,8.960757894736842,8.888837,-2206.7,1603.602883786659,0,0,15,0,4,0,0,15,4,0.7894736842105263
1711344600,75,Extreme Greed,2024-03-25,186.13091828571427,57116.32,15.9576,3582.2999999999997,19.990712,9.606714285714286,5.1835301158022205,0,6,0,0,1,0,0,0,7,0.0
1711431000,81,Extreme Greed,2024-03-26,27.253445703389833,198565.19,33445.2556,219.49172627118645,28.147402999999997,3757.485044915254,2359.244047064824,0,109,1,7,1,0,0,8,110,0.06779661016949153
1711517400,83,Extreme Greed,2024-03-27,3.9581878947368416,99864.79,13722.38876,13627.738306315789,31.717952,-422.6175821052631,1466.360422014605,0,12,7,12,7,0,0,19,19,0.5
1711603800,80,Extreme Greed,2024-03-28,17.527000615384615,35323.72,398571.7446,803.983042,9.059229,-81449.39851538462,66803.15110461807,0,0,9,3,1,0,0,12,1,0.9230769230769231
1711690200,79,Extreme Greed,2024-03-29,58.873160266666666,86914.37,24.4455,3541.54,30.420029999999997,5.153553333333334,4.128951341419456,0,6,0,9,0,0,0,9,6,0.6
1711776600,75,Extreme Greed,2024-03-30,24.45722533333333,101103.92,517830.0,0.19727666666666666,9.939454,148829.73333333334,72352.18070797865,0,44,0,1,0,0,0,1,44,0.022222222222222223
1711863000,75,Extreme Greed,2024-03-31,70.21431884615384,39912.96,11.002400000000002,3627.730769230769,13.969522000000001,3.7070307692307694,3.238897386556268,0,10,0,0,3,0,0,0,13,0.0
1711949400,79,Extreme Greed,2024-04-01,32.57095332467532,339470.47,9563430.3674,1332.2278167402596,83.751362,448724.6416597403,1076543.6325571148,0,39,3,29,5,0,0,32,44,0.42105263157894735
1712035800,79,Extreme Greed,2024-04-02,21.555141756097562,239664.50999999998,5958.1049,3060.7089024390243,80.13257399999999,1.1111463414634146,12.366607312943547,0,9,3,7,22,0,0,10,31,0.24390243902439024
1712122200,71,Greed,2024-04-03,31.6971,16887.57,2310.0,8.3283,1.661201,392.675,455.06727249935255,0,1,0,3,0,0,0,3,1,0.75
1712208600,70,Greed,2024-04-04,0.0,95987.73,28.284299999999998,3401.434375,33.595684999999996,-31.735753125,6.271323340668678,0,0,0,0,32,0,0,0,32,0.0
1712295000,79,Extreme Greed,2024-04-05,107.06484306,503791.8,208515.2373,330.28005890000003,103.430138,11906.896289999999,14323.838525220901,0,83,7,10,0,0,0,17,83,0.17
1712381400,75,Extreme Greed,2024-04-06,14.770945874999999,68223.67,20.4808,3328.08125,23.878277,-4.198175,6.112683831018908,0,4,0,0,12,0,0,0,16,0.0
1712467800,78,Extreme Greed,2024-04-07,0.0,49988.14,14.7128,3398.0043478260873,17.495845,-21.564239130434782,4.137112176796663,0,0,0,0,23,0,0,0,23,0.0
1712554200,76,Extreme Greed,2024-04-08,40.614223333333335,211940.64,11492.048999999999,3295.5374166666666,61.790548,-240.4416,1035.6775708899354,0,0,1,0,29,0,0,1,29,0.03333333333333333
1712640600,80,Extreme Greed,2024-04-09,0.0,57063.840000000004,16.2979,3501.3000000000006,19.972341,-78.67283333333334,2.8969080108511105,0,0,0,0,3,0,0,0,3,0.0
1712727000,78,Extreme Greed,2024-04-10,127.01081497560976,351735.97,102.5007,3433.4707317073166,123.107562,-51.30644390243902,29.647268665460974,0,1,35,5,0,0,0,40,1,0.975609756097561
1712813400,76,Extreme Greed,2024-04-11,24.35894775,76400.96,21.5697,3521.2125,26.740329,6.13406875,3.174713692648782,0,2,0,14,0,0,0,14,2,0.875
1712899800,79,Extreme Greed,2024-04-12,-4.594153790697676,442088.59,21920455.0583,555.2924815968992,97.560875,176264.67758759687,2080154.0050082959,0,86,15,28,0,0,0,43,86,0.3333333333333333
1712986200,72,Greed,2024-04-13,74.3983343258427,486411.25,7766240.200999999,658.6612459887641,118.999176,273459.01575955056,673132.8386613177,0,39,22,24,4,0,0,46,43,0.5168539325842697
1713072600,72,Greed,2024-04-14,-337.4206777570094,659162.17,120136.0098,1787.6264255140186,213.477404,-519.4308252336449,5435.1081390593,0,54,20,26,7,0,0,46,61,0.42990654205607476
1713159000,74,Greed,2024-04-15,92.05094439024391,291111.19,262459.9098,230.87443634146342,40.650603999999994,10196.807014634145,24193.78937294235,0,22,13,5,1,0,0,18,23,0.43902439024390244
1713245400,65,Greed,2024-04-16,52.504302574468085,181907.17,239273.0,0.8237938510638297,18.457685,-7531.191489361702,30626.354596227065,0,13,30,1,1,2,0,31,16,0.6595744680851063
1713331800,67,Greed,2024-04-17,174.39059999999998,97562.99,19114.0,4.993378571428572,10.620963,-6896.0142857142855,3197.057846702939,0,0,13,0,1,0,0,13,1,0.9285714285714286
1713504600,66,Greed,2024-04-19,55.61272748571429,337257.92000000004,109.9409,3065.0228571428574,118.04025999999999,30.44153142857143,31.493986790971146,0,27,0,5,3,0,0,5,30,0.14285714285714285
1713591000,66,Greed,2024-04-20,0.0,60733.24,363824.8279,285.09828863636363,121.289047,143378.1218818182,115267.50541269926,20,0,0,0,2,0,0,20,2,0.9090909090909091
1713763800,73,Greed,2024-04-22,0.0,47993.61,14.9861,3202.222222222222,16.797764,-14.874122222222221,3.251817516319825,0,0,0,0,9,0,0,0,9,0.0
